house_id,event_timestamp,house_size,bedrooms,bathrooms,floors,year_built,location_score,distance_city,garage,garden,school_rating,crime_rate,house_price
7207,2022-12-19,139,4,1,2,1985,3.36,9.22,2,1,8.29,0.981,601063
7208,2022-12-11,287,1,2,1,2000,4.75,3.02,0,0,6.11,0.25,1105260
7209,2022-01-31,71,5,2,2,2019,5.07,12.66,2,1,1.41,0.01,359547
7210,2021-12-03,216,4,3,1,1992,4.5,9.85,1,1,6.09,0.436,860142
7211,2022-08-22,264,1,3,2,1988,3.8,0.65,1,0,5.28,0.016,1027345
7212,2021-05-22,107,3,3,1,1984,7.77,11.89,2,0,2.38,0.336,540559
7213,2021-11-13,79,3,1,2,2022,1.11,2.32,1,1,6.34,0.354,385508
7214,2022-12-12,155,1,1,2,1986,3.64,21.01,1,1,2.56,0.002,524542
7215,2022-07-12,216,5,2,2,2017,2.27,12.6,0,1,8.3,0.78,833075
7216,2023-03-11,203,1,3,1,2017,2.16,17.41,2,1,6.57,0.913,675574
7217,2022-06-11,56,1,3,1,2010,3.49,20.62,0,1,8.84,0.999,290453
7218,2022-07-10,246,3,1,2,1983,7.86,1.75,1,0,4.82,0.509,1032023
7219,2022-02-05,95,3,2,2,1992,9.72,8.76,1,1,5.61,0.307,590955
7220,2022-11-12,67,3,3,1,1994,5.63,1.12,0,0,7.85,0.717,423049
7221,2021-11-06,202,4,1,1,2019,4.05,1.72,2,0,5.92,0.736,818867
7222,2022-05-10,313,4,1,2,1992,8.46,1.43,1,1,6.15,0.379,1306064
7223,2022-07-10,123,2,3,2,2022,1.6,12.21,1,1,5.98,0.566,474724
7224,2022-09-02,194,4,3,1,2022,1.84,11.54,1,0,5.42,0.822,725161
7225,2023-02-12,151,5,2,1,2022,4.11,2.0,2,1,8.25,0.189,733500
7226,2021-04-19,170,5,3,1,2005,5.04,6.93,0,0,5.37,0.02,741917
7227,2023-03-06,225,3,1,2,1998,8.18,6.49,0,0,9.11,0.54,990756
7228,2022-01-07,112,1,3,2,1980,9.33,7.77,2,1,8.28,0.664,615181
7229,2023-05-05,345,3,3,1,1992,5.78,16.2,1,0,7.23,0.575,1287867
7230,2022-09-08,133,1,2,1,2004,5.46,17.58,1,0,9.09,0.596,535098
7231,2023-02-07,64,3,1,2,1999,2.92,8.81,2,1,5.83,0.393,337729
7232,2023-06-10,183,3,3,2,2020,5.06,19.81,1,1,8.4,0.651,730569
7233,2021-07-25,170,5,1,2,2002,9.31,10.74,0,1,3.18,0.043,798196
7234,2023-04-27,177,1,2,2,2003,4.54,13.3,0,0,1.66,0.151,653759
7235,2021-02-12,337,2,1,1,2022,2.9,4.07,1,1,7.17,0.445,1257417
7236,2023-05-15,229,2,3,2,2020,4.04,6.21,2,1,3.71,0.943,868385
7237,2021-09-02,131,3,3,2,2018,5.63,18.33,2,1,6.71,0.644,586202
7238,2021-10-14,62,3,2,2,2019,6.39,24.44,1,1,1.7,0.355,288711
7239,2021-12-21,73,5,2,1,2009,4.89,17.76,1,1,9.6,0.458,431412
7240,2023-02-24,217,1,2,1,2013,7.83,1.83,1,1,5.64,0.846,903412
7241,2022-04-21,319,3,1,1,1989,6.26,4.0,2,1,1.09,0.542,1178417
7242,2021-03-24,119,2,1,2,2020,6.99,11.42,2,0,5.28,0.048,573599
7243,2021-04-20,138,1,1,2,1980,8.77,18.45,2,1,8.11,0.417,640522
7244,2021-07-09,238,3,1,2,1991,8.79,4.57,1,0,8.79,0.388,1065859
7245,2023-03-11,306,1,2,2,2008,2.83,18.9,2,0,5.15,0.9,1007637
7246,2021-09-08,266,5,1,1,1990,6.61,14.12,2,0,2.13,0.305,1021825
7247,2022-12-25,81,2,1,2,2020,7.45,19.48,0,1,9.16,0.065,454992
7248,2021-10-18,190,1,1,1,1996,2.31,14.16,1,0,9.83,0.355,712367
7249,2022-10-07,210,2,1,2,1999,8.58,15.26,0,1,1.57,0.044,830501
7250,2021-07-20,81,3,2,2,2017,2.62,6.59,2,1,1.7,0.832,306169
7251,2023-03-08,201,4,2,2,1985,8.19,18.14,0,1,6.09,0.59,822506
7252,2021-11-22,309,1,3,2,1999,2.45,21.18,0,1,5.81,0.469,1049833
7253,2022-05-26,265,2,3,2,1989,7.68,21.85,1,0,6.3,0.36,1042760
7254,2022-02-13,328,1,1,2,1989,2.33,1.22,0,1,3.85,0.418,1173699
7255,2022-08-30,334,3,1,1,2010,4.41,15.8,1,0,1.45,0.788,1115753
7256,2023-03-01,147,3,2,1,2005,2.29,24.74,0,0,6.22,0.18,503712
7257,2023-04-17,79,2,3,1,1996,3.44,14.88,0,0,2.36,0.071,346393
7258,2022-05-23,139,5,1,1,1993,9.86,4.7,2,1,4.07,0.562,759654
7259,2023-01-01,197,1,3,1,1984,1.97,22.0,1,1,6.24,0.859,602886
7260,2022-08-24,193,1,3,2,1982,4.66,6.98,2,0,2.88,0.562,747204
7261,2021-03-13,116,3,3,2,2022,7.09,1.6,2,0,5.88,0.796,622002
7262,2021-09-04,107,1,2,1,1999,1.85,11.05,1,1,7.43,0.893,391257
7263,2022-10-03,330,2,1,2,1994,1.98,2.96,1,0,1.59,0.077,1130085
7264,2022-12-25,328,4,1,2,1982,2.29,3.32,1,0,6.58,0.589,1199739
7265,2023-05-05,285,3,2,2,1982,6.8,11.85,1,1,5.58,0.833,1090296
7266,2022-08-31,177,4,2,2,2002,9.18,15.51,2,0,1.88,0.644,782250
7267,2022-08-10,258,1,2,1,1988,8.43,22.68,0,0,7.36,0.592,997570
7268,2022-07-20,235,5,3,2,1990,9.85,17.78,0,0,3.8,0.788,992685
7269,2021-12-10,218,2,3,1,2020,6.2,21.14,1,0,2.64,0.707,794320
7270,2021-02-23,221,1,1,1,1992,9.65,10.59,2,1,3.54,0.502,911056
7271,2022-12-31,309,2,1,2,1987,3.74,8.31,1,0,5.92,0.044,1139496
7272,2022-06-12,254,1,3,2,2001,4.79,15.02,0,0,6.22,0.613,903507
7273,2022-09-03,184,1,3,2,2017,4.56,17.54,2,1,2.53,0.213,674610
7274,2022-06-16,95,1,2,1,2006,1.43,14.42,1,1,9.43,0.254,369579
7275,2022-07-12,58,3,3,2,2005,8.47,6.98,1,1,3.96,0.68,398533
7276,2021-07-12,210,4,1,1,2002,1.22,9.56,1,0,3.41,0.453,766783
7277,2023-06-14,338,5,1,2,2018,7.57,11.48,1,0,2.68,0.717,1271438
7278,2021-02-27,155,4,2,1,2010,4.66,0.85,1,1,2.08,0.393,702576
7279,2022-03-13,339,4,2,1,2008,1.06,22.06,1,1,9.84,0.87,1150931
7280,2021-04-21,137,2,1,1,1980,3.61,13.03,0,1,7.07,0.427,583795
7281,2021-05-09,241,3,3,1,1989,4.12,18.9,2,0,8.08,0.494,944232
7282,2023-04-29,202,3,3,1,1983,9.68,4.71,2,1,4.61,0.126,961566
7283,2022-12-07,186,1,1,1,2010,6.95,14.14,0,1,4.73,0.504,724346
7284,2023-05-02,322,4,3,1,1983,5.89,23.19,2,0,9.88,0.24,1219168
7285,2021-11-22,198,5,3,2,2008,2.14,5.75,1,1,2.81,0.763,751124
7286,2021-01-08,237,2,1,1,1988,4.52,8.97,2,0,3.94,0.714,860661
7287,2021-01-29,190,3,1,2,1994,1.32,10.01,0,0,2.76,0.016,659246
7288,2021-04-22,180,1,2,2,2020,7.86,9.89,0,0,3.54,0.494,690509
7289,2022-11-04,53,5,1,2,1982,2.46,15.22,1,1,6.97,0.045,265064
7290,2021-05-11,312,4,2,1,1994,6.35,10.15,1,0,3.78,0.569,1176625
7291,2021-07-07,75,5,2,1,1990,7.29,17.01,2,0,8.88,0.902,476238
7292,2022-11-06,73,3,3,2,1985,4.3,12.37,1,0,1.44,0.867,309624
7293,2022-12-10,315,2,1,1,1986,6.69,4.36,2,1,4.19,0.244,1252943
7294,2022-04-20,278,4,3,1,1983,7.88,23.74,2,1,8.75,0.14,1120025
7295,2021-12-30,318,2,1,2,2000,2.66,6.37,1,1,6.59,0.791,1111677
7296,2021-07-23,174,5,1,2,1980,6.41,14.28,2,1,7.94,0.546,749742
7297,2021-07-31,221,5,3,2,2002,7.6,1.99,2,1,3.91,0.424,1008430
7298,2022-09-13,283,1,2,2,1992,4.21,23.01,2,0,4.32,0.81,896024
7299,2021-10-03,344,4,1,2,2022,2.46,23.24,2,1,8.99,0.253,1189594
7300,2021-03-14,324,5,2,2,2007,3.58,9.43,0,1,7.75,0.225,1233892
7301,2022-11-10,125,3,3,2,2008,9.4,3.46,0,1,4.46,0.612,651411
7302,2023-02-11,263,3,3,1,1997,4.22,19.36,0,1,2.94,0.273,927286
7303,2021-08-31,207,2,1,1,2002,1.97,6.93,2,0,1.96,0.427,726205
7304,2023-02-26,253,3,3,1,2007,1.74,17.67,1,0,8.76,0.455,881339
7305,2021-04-12,198,5,1,2,1988,2.62,22.92,0,1,7.28,0.205,740737
7306,2022-11-16,124,3,1,1,2022,2.15,14.96,2,0,6.47,0.062,512585
7307,2021-06-20,278,4,1,2,1985,5.46,21.6,0,1,7.99,0.767,995816
7308,2022-10-15,111,2,1,2,1995,4.13,6.0,0,1,9.23,0.784,509502
7309,2021-07-07,107,4,1,2,2016,8.57,22.81,0,1,7.85,0.598,527989
7310,2022-03-17,323,5,3,1,1980,8.93,6.05,0,0,4.79,0.149,1337037
7311,2021-03-27,157,5,1,2,2001,5.26,6.03,2,0,2.59,0.476,678767
7312,2022-04-21,236,3,2,2,2002,9.0,22.06,0,1,7.42,0.178,951113
7313,2021-02-21,278,1,1,2,2000,5.05,14.1,2,1,3.22,0.881,947705
7314,2021-04-21,97,1,1,1,2010,6.78,20.09,1,0,8.04,0.697,441759
7315,2023-05-27,317,5,1,1,2017,2.46,20.16,1,1,4.05,0.031,1093431
7316,2023-05-04,264,5,3,2,2007,1.47,16.35,0,0,2.41,0.002,909530
7317,2021-02-12,339,2,2,2,2006,2.44,5.13,1,1,3.29,0.984,1193142
7318,2021-07-30,303,5,2,2,2018,3.27,17.46,1,0,3.4,0.04,1086592
7319,2021-07-19,136,5,2,1,2021,7.76,2.06,2,0,4.41,0.866,679703
7320,2023-03-21,230,2,3,2,2021,2.56,5.42,2,0,3.32,0.956,829836
7321,2023-05-08,74,4,3,2,1992,2.18,16.25,0,0,3.03,0.308,290704
7322,2023-01-22,271,4,1,1,2011,9.35,22.74,1,1,4.53,0.54,1028056
7323,2022-09-19,98,2,3,1,1986,7.2,19.41,1,1,8.81,0.647,489054
7324,2021-01-26,224,2,2,1,2012,5.26,8.65,2,0,1.63,0.52,838523
7325,2021-10-26,323,4,2,1,1992,1.85,20.68,0,0,3.67,0.214,1063323
7326,2021-03-18,84,4,3,1,2011,8.67,24.18,1,0,6.06,0.581,467434
7327,2021-05-17,266,4,3,1,1986,1.97,8.63,1,0,8.87,0.259,1033945
7328,2021-01-20,258,4,2,2,1991,6.5,5.08,0,0,3.56,0.165,1025481
7329,2022-03-16,209,3,2,1,2019,7.01,5.34,2,0,4.14,0.506,880807
7330,2021-07-30,56,2,2,1,1994,4.6,10.31,2,0,8.18,0.372,338972
7331,2023-01-22,318,1,2,2,2000,9.2,1.78,2,1,4.35,0.027,1277981
7332,2022-07-05,175,3,2,2,1991,1.46,12.45,1,1,8.66,0.95,659035
7333,2022-03-11,139,1,3,2,1992,8.36,18.44,1,1,5.1,0.04,597497
7334,2023-02-19,91,1,3,1,2019,5.98,13.5,2,0,6.12,0.903,410075
7335,2021-07-26,208,5,1,1,2021,6.5,24.27,2,0,6.05,0.19,800834
7336,2022-03-15,251,2,1,1,2018,9.88,11.81,1,1,2.07,0.142,998629
7337,2023-02-18,331,3,1,1,1981,6.24,0.82,2,1,4.19,0.069,1278133
7338,2022-10-28,337,2,3,1,2008,8.17,12.02,1,1,3.17,0.426,1246866
7339,2021-02-11,140,4,1,2,2008,2.38,23.28,2,0,7.15,0.587,502235
7340,2022-02-15,174,2,1,2,2015,8.28,2.85,2,1,9.4,0.904,819166
7341,2022-06-07,175,1,3,1,2017,7.85,5.96,1,0,2.91,0.784,740825
7342,2023-03-17,101,4,2,1,1986,9.71,18.03,0,1,1.82,0.16,537944
7343,2022-09-02,152,2,3,2,2009,9.42,7.71,2,0,5.56,0.168,769683
7344,2022-03-03,236,2,3,1,2002,2.93,19.25,0,0,4.52,0.008,807819
7345,2021-10-02,254,1,2,2,2007,5.18,10.77,0,0,1.32,0.688,887143
7346,2022-03-24,63,4,1,2,2002,9.2,20.0,2,0,9.29,0.017,451290
7347,2023-06-03,153,1,3,2,2015,6.77,14.01,2,0,9.46,0.139,699376
7348,2023-01-12,166,2,3,2,2021,5.17,2.52,0,1,8.65,0.635,743301
7349,2022-01-04,142,3,2,2,2008,1.98,9.96,0,0,3.52,0.15,522834
7350,2021-08-08,193,3,3,2,1983,4.17,8.66,2,1,2.1,0.153,774575
7351,2022-07-31,159,5,1,2,1999,6.99,20.35,1,1,6.33,0.234,691936
7352,2023-05-17,212,3,2,2,1984,7.99,15.81,2,1,3.53,0.385,878506
7353,2021-08-20,102,4,3,1,1990,5.02,19.55,1,1,2.82,0.008,489012
7354,2021-11-24,52,5,1,2,1981,1.5,9.62,0,0,6.77,0.746,247579
7355,2022-03-19,117,4,1,2,2020,6.7,17.45,0,0,7.75,0.774,521194
7356,2021-02-21,295,3,3,2,2003,9.29,2.1,0,0,5.75,0.367,1283743
7357,2023-06-05,187,3,1,2,2012,5.47,1.4,2,0,3.88,0.798,740385
7358,2022-01-11,336,2,2,2,2001,9.36,7.54,1,0,5.61,0.285,1293583
7359,2021-09-20,115,4,1,1,1985,4.19,19.46,2,1,6.4,0.986,493723
7360,2021-09-24,204,1,2,2,2003,8.98,13.59,0,0,1.47,0.398,839025
7361,2021-12-25,136,2,2,1,2008,8.08,10.52,2,0,4.99,0.669,661402
7362,2021-11-13,82,4,2,2,2011,9.66,22.47,1,1,6.38,0.322,498071
7363,2021-11-20,117,5,3,2,2009,8.12,12.69,2,1,2.17,0.451,605218
7364,2022-10-28,236,4,1,1,2020,3.89,15.53,2,1,5.04,0.645,869422
7365,2023-05-20,241,5,3,1,1982,9.11,24.65,1,0,4.12,0.348,980330
7366,2023-05-28,262,5,3,2,2004,7.03,13.3,1,1,8.81,0.657,1115213
7367,2022-10-14,137,3,2,2,2007,2.46,19.7,0,0,5.4,0.146,511592
7368,2022-07-17,157,1,3,1,1994,1.41,10.64,1,1,4.84,0.484,532303
7369,2022-09-21,289,4,1,1,1996,4.29,1.39,0,0,3.19,0.273,1069909
7370,2022-02-25,265,1,3,2,1981,8.08,20.94,2,0,9.62,0.92,1027237
7371,2021-02-15,226,5,3,1,2006,6.56,23.64,0,1,9.65,0.825,885369
7372,2023-04-01,102,3,2,1,2015,5.74,11.14,2,0,4.3,0.487,451632
7373,2022-08-23,98,1,2,1,1993,1.03,12.84,1,0,9.36,0.454,400564
7374,2022-12-21,163,2,3,1,2022,4.92,10.89,0,1,6.57,0.834,674475
7375,2023-06-08,144,5,2,1,2011,2.42,24.92,0,0,8.03,0.69,559242
7376,2021-09-26,74,2,3,2,1991,5.09,22.63,0,1,1.81,0.683,311849
7377,2022-08-24,181,1,1,2,2002,9.93,1.51,1,0,1.19,0.548,781586
7378,2022-01-16,228,1,1,2,1995,8.92,19.59,2,1,5.63,0.862,886173
7379,2021-04-28,194,1,2,2,1981,3.8,15.22,0,1,1.68,0.189,663429
7380,2022-07-20,247,4,1,2,1986,6.34,1.12,2,0,9.03,0.862,1014124
7381,2021-04-26,133,5,1,2,2000,5.52,11.4,2,1,8.38,0.521,672490
7382,2022-09-22,206,5,3,1,2010,2.17,4.17,2,0,7.43,0.621,846893
7383,2021-09-17,134,5,2,1,2002,9.91,21.89,0,0,1.28,0.962,616546
7384,2021-03-16,302,4,1,1,2004,4.83,0.81,2,0,5.13,0.425,1178291
7385,2022-04-25,121,1,2,2,2014,5.55,21.89,0,1,1.7,0.668,433890
7386,2021-11-01,272,1,2,1,2014,6.83,23.55,2,0,9.36,0.522,1019145
7387,2021-01-07,325,2,2,1,1986,2.72,2.29,2,1,6.51,0.932,1182586
7388,2022-01-01,332,4,1,1,1984,3.0,18.14,0,1,2.41,0.488,1113120
7389,2022-09-26,313,3,2,1,2011,2.73,13.95,0,1,6.05,0.256,1116505
7390,2022-06-07,295,4,2,1,1984,4.46,23.88,1,0,2.07,0.483,1030030
7391,2021-12-14,110,2,3,2,2004,2.8,20.05,1,0,2.31,0.917,375957
7392,2022-03-14,308,2,3,2,2010,9.34,17.51,1,1,1.73,0.501,1166722
7393,2021-08-03,56,2,3,1,1999,7.43,23.17,2,0,8.85,0.146,359545
7394,2022-03-05,237,1,3,1,2001,9.08,4.43,1,1,5.91,0.542,1017996
7395,2023-03-02,53,3,2,2,2017,8.64,9.71,1,1,3.95,0.388,385607
7396,2022-05-13,280,2,3,2,1992,7.33,21.15,1,0,1.01,0.65,974294
7397,2022-06-24,182,5,3,1,2018,3.18,2.99,2,1,5.25,0.241,802906
7398,2023-01-17,174,1,1,1,1981,6.54,23.42,1,0,5.61,0.322,643229
7399,2022-01-02,64,3,3,2,2001,2.68,18.76,0,1,4.03,0.517,287733
7400,2021-11-09,62,5,3,2,1988,2.19,11.26,2,0,5.36,0.118,333836
7401,2022-06-22,167,3,1,1,1981,6.69,8.8,2,0,1.91,0.211,706161
7402,2021-02-23,289,3,2,1,2011,6.62,4.12,0,0,9.3,0.801,1165798
7403,2022-06-25,312,5,2,2,1987,2.41,2.8,1,1,3.33,0.939,1124383
7404,2022-04-12,55,4,1,1,1995,4.17,10.88,1,0,9.54,0.97,322859
7405,2023-05-15,280,3,1,2,2012,1.6,21.16,0,1,5.44,0.937,917868
7406,2021-06-13,79,4,2,1,1990,7.44,13.53,1,0,8.71,0.942,465477
7407,2023-02-21,71,3,3,1,2011,9.89,11.55,1,0,6.19,0.821,438781
7408,2021-11-30,205,5,1,2,1987,7.66,8.32,1,1,8.6,0.736,938043
7409,2022-07-01,167,3,1,1,2011,8.6,4.35,2,1,1.09,0.232,771959
7410,2023-03-09,242,2,1,1,2000,5.29,24.76,0,1,2.68,0.442,784720
7411,2021-12-14,244,2,2,2,2004,1.86,1.13,1,0,4.19,0.398,878582
7412,2021-09-30,217,3,2,2,1999,7.54,8.14,0,0,3.67,0.73,874804
7413,2022-12-21,288,5,2,2,1980,3.31,19.35,2,0,9.52,0.475,1078977
7414,2023-01-20,293,5,2,1,2000,4.49,13.25,1,0,4.55,0.36,1115271
7415,2022-02-18,118,1,2,2,1986,7.33,8.19,0,0,9.75,0.814,559412
7416,2022-05-15,144,5,3,2,2004,9.14,24.82,2,0,6.86,0.75,669212
7417,2021-04-03,126,4,3,2,1988,5.38,15.67,2,0,8.52,0.369,624043
7418,2022-11-16,220,3,2,2,2001,9.65,7.73,0,0,4.54,0.419,972348
7419,2021-03-20,50,2,2,1,1981,5.68,21.27,1,0,2.71,0.893,211453
7420,2022-09-14,111,5,2,2,1998,2.1,4.18,1,1,1.45,0.733,468374
7421,2021-08-05,256,2,1,1,1985,5.67,11.86,0,0,6.91,0.69,959887
7422,2021-12-24,203,1,1,1,1984,8.75,21.07,2,0,9.75,0.712,780095
7423,2022-09-10,323,3,2,2,1989,5.84,24.6,0,1,2.06,0.102,1122589
7424,2022-05-22,97,5,2,2,1980,7.73,9.88,0,1,7.95,0.564,575051
7425,2022-07-13,186,2,1,2,2005,5.93,3.88,2,0,4.28,0.291,769922
7426,2021-06-30,50,5,1,1,2005,5.91,14.39,0,1,9.94,0.085,400742
7427,2022-07-30,284,1,1,2,1997,3.56,23.63,2,0,8.83,0.731,976917
7428,2021-09-03,305,2,1,2,2000,2.81,16.81,2,0,3.08,0.304,1002190
7429,2021-09-01,156,2,1,2,1991,3.51,15.25,0,1,7.89,0.31,591200
7430,2022-05-21,222,3,2,1,2017,4.97,8.08,0,0,7.61,0.64,894612
7431,2022-02-26,179,3,2,2,1993,8.29,15.36,0,0,7.87,0.666,745943
7432,2021-11-16,343,2,1,1,2011,8.46,22.17,1,1,1.75,0.474,1204091
7433,2021-03-28,89,3,2,1,2018,2.47,9.7,2,1,8.28,0.556,478345
7434,2021-08-05,65,2,1,1,2014,5.98,6.43,2,1,3.35,0.849,365422
7435,2022-05-05,176,4,1,2,1996,4.74,12.28,2,1,6.31,0.107,743432
7436,2022-06-03,252,5,1,2,1989,6.14,9.72,2,1,2.04,0.065,976873
7437,2021-10-05,183,4,2,1,2014,6.83,12.01,2,0,6.02,0.656,741955
7438,2023-04-29,308,4,2,2,1995,3.52,2.85,1,0,9.16,0.604,1213294
7439,2022-12-23,63,5,2,1,1985,9.27,8.74,2,1,2.59,0.186,462901
7440,2021-06-18,115,2,2,2,1983,9.42,20.75,1,0,8.7,0.522,572979
7441,2021-11-26,244,2,3,2,1988,1.95,10.31,0,0,4.92,0.746,874177
7442,2022-10-12,163,3,1,2,2008,7.33,24.21,0,0,3.9,0.732,600009
7443,2022-03-17,208,1,1,1,1986,1.3,17.87,1,0,1.51,0.596,617806
7444,2022-01-26,210,2,2,2,1995,1.42,9.47,2,0,5.76,0.13,783611
7445,2022-05-11,303,5,2,1,1985,9.62,6.67,2,0,2.8,0.304,1283787
7446,2022-01-16,64,1,3,2,1982,7.25,17.29,2,1,9.46,0.406,428188
7447,2021-11-02,86,5,1,2,1993,3.92,7.91,2,1,3.14,0.788,455196
7448,2023-01-12,204,5,1,2,1993,7.03,23.21,2,0,6.28,0.544,768959
7449,2023-03-31,76,5,2,2,1988,8.61,3.35,1,0,6.03,0.733,539027
7450,2022-11-04,61,1,2,1,2015,8.84,1.2,1,0,4.03,0.924,437992
7451,2022-05-28,116,4,3,1,2002,1.18,5.92,1,1,8.67,0.624,543276
7452,2023-01-18,79,5,1,2,1994,8.36,15.36,0,0,2.65,0.237,441691
7453,2021-07-07,145,3,3,1,1986,8.68,20.96,0,0,8.35,0.14,658849
7454,2022-05-31,264,2,1,1,1999,6.36,4.67,1,0,2.87,0.001,1009768
7455,2022-10-06,243,2,2,1,1998,5.32,14.83,1,0,1.35,0.176,906951
7456,2022-03-03,184,2,3,2,1985,2.0,4.03,0,1,9.49,0.269,760576
7457,2022-05-17,339,1,2,2,2018,3.16,14.3,1,1,6.74,0.27,1172755
7458,2022-12-31,81,3,1,2,1980,5.41,0.95,0,0,6.67,0.667,421979
7459,2021-09-17,88,3,1,2,1986,8.79,14.17,0,0,3.39,0.15,477377
7460,2022-05-28,255,3,3,1,2014,8.23,13.28,1,0,2.25,0.435,989938
7461,2021-03-12,92,3,2,1,2004,5.46,1.55,1,0,7.35,0.005,538158
7462,2022-04-23,308,3,1,2,2017,8.07,17.39,0,0,5.67,0.261,1192151
7463,2021-06-27,298,4,1,2,2002,7.89,14.52,1,1,3.86,0.041,1179834
7464,2022-04-02,123,3,3,2,2004,6.21,15.77,2,1,3.85,0.71,580393
7465,2021-07-08,345,3,3,1,2017,2.98,13.48,0,1,9.0,0.354,1258914
7466,2021-10-18,323,1,2,2,1990,4.13,18.19,0,1,9.01,0.48,1152398
7467,2022-06-04,239,1,3,2,2013,2.48,13.36,2,0,3.47,0.761,841988
7468,2023-02-04,187,3,1,2,2010,1.06,23.1,2,1,8.15,0.863,611351
7469,2021-10-19,331,4,2,1,2017,1.72,23.62,2,1,3.04,0.517,1093443
7470,2023-01-26,215,3,2,2,1991,7.84,18.3,1,0,8.27,0.65,864946
7471,2022-09-27,327,3,2,1,1988,1.3,22.84,2,0,2.14,0.736,1020845
7472,2023-03-22,75,3,1,2,1992,4.6,23.12,2,0,7.82,0.285,345419
7473,2021-10-10,122,5,3,2,1999,9.87,6.92,1,1,6.0,0.707,690846
7474,2022-06-28,164,4,2,2,2000,8.16,24.85,2,0,2.06,0.654,648724
7475,2023-04-26,100,2,1,1,2001,7.76,7.05,0,1,6.54,0.443,548809
7476,2022-01-12,220,3,3,2,1980,3.47,0.95,2,1,2.73,0.341,886650
7477,2022-10-20,317,2,2,1,2019,6.78,24.07,2,0,2.75,0.974,1069924
7478,2021-06-05,52,4,3,2,2020,5.49,5.98,1,0,5.03,0.986,371856
7479,2022-05-23,259,3,3,1,1996,6.61,14.81,1,1,9.68,0.695,1028943
7480,2022-02-17,164,2,3,2,1983,4.92,24.28,2,1,9.03,0.384,639620
7481,2022-06-12,216,2,1,2,1985,5.78,1.71,2,0,8.44,0.752,926149
7482,2021-12-21,314,4,2,1,1998,9.9,7.1,0,1,8.66,0.679,1330987
7483,2022-07-13,276,3,2,1,2009,3.96,15.42,1,1,5.48,0.545,995017
7484,2023-02-02,200,5,2,2,2002,2.95,19.18,0,1,4.37,0.132,786061
7485,2021-07-06,317,4,1,2,2011,5.04,20.28,0,1,8.96,0.947,1129250
7486,2021-01-31,165,5,3,2,2008,5.72,22.15,2,1,1.73,0.233,690541
7487,2021-09-17,137,3,1,1,1987,1.77,4.63,2,0,9.96,0.393,565961
7488,2022-02-25,291,2,2,2,2000,8.25,9.57,2,1,5.98,0.342,1150187
7489,2022-06-13,89,4,3,1,1996,4.8,18.0,0,0,5.86,0.154,453960
7490,2022-07-05,231,4,1,1,1996,4.72,18.03,0,1,3.63,0.025,887533
7491,2021-10-31,258,4,1,1,2000,6.93,8.05,1,0,2.53,0.93,986517
7492,2021-02-08,322,1,1,2,1994,7.96,7.95,1,1,7.12,0.739,1276963
7493,2022-05-04,168,3,1,2,2006,9.87,8.36,1,1,4.26,0.021,833880
7494,2022-10-06,73,1,3,2,2004,2.56,22.36,1,0,3.72,0.688,224033
7495,2022-06-26,307,4,1,2,2012,4.11,22.78,1,0,2.46,0.13,1040076
7496,2022-11-01,141,4,3,1,1981,2.51,0.86,1,1,5.82,0.724,608796
7497,2021-10-05,210,5,1,2,2021,8.93,8.46,0,0,6.29,0.505,922855
7498,2021-07-22,198,1,2,1,1995,5.94,10.1,2,0,4.99,0.978,767474
7499,2021-03-07,166,2,1,1,2015,8.67,24.57,1,0,1.11,0.432,625266
7500,2021-04-18,102,3,1,1,1987,9.87,23.63,0,0,5.43,0.749,482176
7501,2021-09-25,94,2,2,2,1995,5.95,15.89,0,0,3.45,0.041,443706
7502,2021-08-10,314,2,3,2,1986,2.06,1.62,2,1,2.25,0.936,1118042
7503,2023-03-15,311,3,1,2,1984,4.25,5.18,1,1,6.2,0.562,1178320
7504,2022-06-14,283,4,1,1,2002,1.33,11.14,2,0,7.04,0.314,1024233
7505,2021-03-31,84,5,2,1,1987,8.64,24.0,2,1,5.67,0.127,500287
7506,2022-11-24,246,4,3,2,1982,1.16,2.82,2,1,6.53,0.641,971862
7507,2021-09-12,74,4,2,1,2014,6.33,19.89,1,0,6.46,0.746,400291
7508,2022-03-31,251,1,1,1,2015,1.96,5.18,1,1,2.12,0.085,856653
7509,2021-09-10,322,2,3,1,2015,1.07,12.94,1,1,2.94,0.165,1129338
7510,2021-09-14,85,2,1,2,1994,3.31,19.29,0,0,1.09,0.385,280569
7511,2022-01-18,272,2,2,2,2009,5.97,17.47,0,0,9.84,0.852,991915
7512,2022-03-18,326,5,1,2,1994,1.68,19.51,0,1,2.9,0.983,1063730
7513,2023-05-08,67,5,2,1,2008,6.53,20.43,1,1,8.33,0.745,412236
7514,2022-08-22,237,5,2,2,1983,7.05,7.99,2,0,8.03,0.006,1058235
7515,2021-03-31,306,3,3,2,2013,9.73,9.42,2,1,7.35,0.903,1284941
7516,2023-01-19,191,5,2,1,2002,9.1,20.49,0,1,5.05,0.027,861479
7517,2022-01-25,185,1,3,1,2014,6.1,1.45,2,1,6.25,0.897,842886
7518,2022-08-05,128,1,3,2,2007,8.14,13.1,0,0,2.68,0.41,567734
7519,2021-02-13,341,4,3,2,2010,4.27,23.05,2,1,1.95,0.742,1170041
7520,2022-12-13,111,4,3,2,2021,6.27,22.18,1,1,4.17,0.087,490401
